width,length,type,region,model,height-min,height-max,stories
35.0,28.0,residential,CE,objects/uwespeed/germany/RES_35.0x28.0_0.obj_0.obj,,,2
35.0,31.0,residential,CE,objects/uwespeed/germany/RES_35.0x31.0_0.obj_0.obj,,,2
35.0,34.0,residential,CE,objects/uwespeed/germany/RES_35.0x34.0_0.obj_0.obj,,,2
35.0,37.0,residential,CE,objects/uwespeed/germany/RES_35.0x37.0_0.obj_0.obj,,,2
36.0,10.0,residential,CE,objects/uwespeed/germany/RES_36.0x10.0_0.obj_0.obj,,,2
36.0,13.0,residential,CE,objects/uwespeed/germany/RES_36.0x13.0_0.obj_0.obj,,,2
36.0,16.0,residential,CE,objects/uwespeed/germany/RES_36.0x16.0_0.obj_0.obj,,,2
36.0,19.0,residential,CE,objects/uwespeed/germany/RES_36.0x19.0_0.obj_0.obj,,,2
36.0,22.0,residential,CE,objects/uwespeed/germany/RES_36.0x22.0_0.obj_0.obj,,,2
36.0,25.0,residential,CE,objects/uwespeed/germany/RES_36.0x25.0_0.obj_0.obj,,,2
36.0,28.0,residential,CE,objects/uwespeed/germany/RES_36.0x28.0_0.obj_0.obj,,,2
36.0,31.0,residential,CE,objects/uwespeed/germany/RES_36.0x31.0_0.obj_0.obj,,,2
36.0,34.0,residential,CE,objects/uwespeed/germany/RES_36.0x34.0_0.obj_0.obj,,,2
36.0,37.0,residential,CE,objects/uwespeed/germany/RES_36.0x37.0_0.obj_0.obj,,,2
37.0,10.0,residential,CE,objects/uwespeed/germany/RES_37.0x10.0_0.obj_0.obj,,,2
37.0,13.0,residential,CE,objects/uwespeed/germany/RES_37.0x13.0_0.obj_0.obj,,,2
37.0,16.0,residential,CE,objects/uwespeed/germany/RES_37.0x16.0_0.obj_0.obj,,,2
37.0,19.0,residential,CE,objects/uwespeed/germany/RES_37.0x19.0_0.obj_0.obj,,,2
37.0,22.0,residential,CE,objects/uwespeed/germany/RES_37.0x22.0_0.obj_0.obj,,,2
37.0,25.0,residential,CE,objects/uwespeed/germany/RES_37.0x25.0_0.obj_0.obj,,,2
37.0,28.0,residential,CE,objects/uwespeed/germany/RES_37.0x28.0_0.obj_0.obj,,,2
37.0,31.0,residential,CE,objects/uwespeed/germany/RES_37.0x31.0_0.obj_0.obj,,,2
37.0,34.0,residential,CE,objects/uwespeed/germany/RES_37.0x34.0_0.obj_0.obj,,,2
37.0,37.0,residential,CE,objects/uwespeed/germany/RES_37.0x37.0_0.obj_0.obj,,,2
38.0,10.0,residential,CE,objects/uwespeed/germany/RES_38.0x10.0_0.obj_0.obj,,,2
38.0,13.0,residential,CE,objects/uwespeed/germany/RES_38.0x13.0_0.obj_0.obj,,,2
38.0,16.0,residential,CE,objects/uwespeed/germany/RES_38.0x16.0_0.obj_0.obj,,,2
38.0,19.0,residential,CE,objects/uwespeed/germany/RES_38.0x19.0_0.obj_0.obj,,,2
38.0,22.0,residential,CE,objects/uwespeed/germany/RES_38.0x22.0_0.obj_0.obj,,,2
38.0,25.0,residential,CE,objects/uwespeed/germany/RES_38.0x25.0_0.obj_0.obj,,,2
38.0,28.0,residential,CE,objects/uwespeed/germany/RES_38.0x28.0_0.obj_0.obj,,,2
38.0,31.0,residential,CE,objects/uwespeed/germany/RES_38.0x31.0_0.obj_0.obj,,,2
38.0,34.0,residential,CE,objects/uwespeed/germany/RES_38.0x34.0_0.obj_0.obj,,,2
38.0,37.0,residential,CE,objects/uwespeed/germany/RES_38.0x37.0_0.obj_0.obj,,,2
39.0,10.0,residential,CE,objects/uwespeed/germany/RES_39.0x10.0_0.obj_0.obj,,,2
39.0,13.0,residential,CE,objects/uwespeed/germany/RES_39.0x13.0_0.obj_0.obj,,,2
39.0,16.0,residential,CE,objects/uwespeed/germany/RES_39.0x16.0_0.obj_0.obj,,,2
39.0,19.0,residential,CE,objects/uwespeed/germany/RES_39.0x19.0_0.obj_0.obj,,,2
39.0,22.0,residential,CE,objects/uwespeed/germany/RES_39.0x22.0_0.obj_0.obj,,,2
39.0,25.0,residential,CE,objects/uwespeed/germany/RES_39.0x25.0_0.obj_0.obj,,,2
39.0,28.0,residential,CE,objects/uwespeed/germany/RES_39.0x28.0_0.obj_0.obj,,,2
39.0,31.0,residential,CE,objects/uwespeed/germany/RES_39.0x31.0_0.obj_0.obj,,,2
39.0,34.0,residential,CE,objects/uwespeed/germany/RES_39.0x34.0_0.obj_0.obj,,,2
39.0,37.0,residential,CE,objects/uwespeed/germany/RES_39.0x37.0_0.obj_0.obj,,,2
40.0,10.0,residential,CE,objects/uwespeed/germany/RES_40.0x10.0_0.obj_0.obj,,,2
40.0,13.0,residential,CE,objects/uwespeed/germany/RES_40.0x13.0_0.obj_0.obj,,,2
40.0,16.0,residential,CE,objects/uwespeed/germany/RES_40.0x16.0_0.obj_0.obj,,,2
40.0,19.0,residential,CE,objects/uwespeed/germany/RES_40.0x19.0_0.obj_0.obj,,,2
40.0,22.0,residential,CE,objects/uwespeed/germany/RES_40.0x22.0_0.obj_0.obj,,,2
40.0,25.0,residential,CE,objects/uwespeed/germany/RES_40.0x25.0_0.obj_0.obj,,,2
40.0,28.0,residential,CE,objects/uwespeed/germany/RES_40.0x28.0_0.obj_0.obj,,,2
40.0,31.0,residential,CE,objects/uwespeed/germany/RES_40.0x31.0_0.obj_0.obj,,,2
40.0,34.0,residential,CE,objects/uwespeed/germany/RES_40.0x34.0_0.obj_0.obj,,,2
40.0,37.0,residential,CE,objects/uwespeed/germany/RES_40.0x37.0_0.obj_0.obj,,,2
41.0,10.0,residential,CE,objects/uwespeed/germany/RES_41.0x10.0_0.obj_0.obj,,,2
41.0,13.0,residential,CE,objects/uwespeed/germany/RES_41.0x13.0_0.obj_0.obj,,,2
41.0,16.0,residential,CE,objects/uwespeed/germany/RES_41.0x16.0_0.obj_0.obj,,,2
41.0,19.0,residential,CE,objects/uwespeed/germany/RES_41.0x19.0_0.obj_0.obj,,,2
41.0,22.0,residential,CE,objects/uwespeed/germany/RES_41.0x22.0_0.obj_0.obj,,,2
41.0,25.0,residential,CE,objects/uwespeed/germany/RES_41.0x25.0_0.obj_0.obj,,,2
41.0,28.0,residential,CE,objects/uwespeed/germany/RES_41.0x28.0_0.obj_0.obj,,,2
41.0,31.0,residential,CE,objects/uwespeed/germany/RES_41.0x31.0_0.obj_0.obj,,,2
41.0,34.0,residential,CE,objects/uwespeed/germany/RES_41.0x34.0_0.obj_0.obj,,,2
41.0,37.0,residential,CE,objects/uwespeed/germany/RES_41.0x37.0_0.obj_0.obj,,,2
42.0,10.0,residential,CE,objects/uwespeed/germany/RES_42.0x10.0_0.obj_0.obj,,,2
42.0,13.0,residential,CE,objects/uwespeed/germany/RES_42.0x13.0_0.obj_0.obj,,,2
42.0,16.0,residential,CE,objects/uwespeed/germany/RES_42.0x16.0_0.obj_0.obj,,,2
42.0,19.0,residential,CE,objects/uwespeed/germany/RES_42.0x19.0_0.obj_0.obj,,,2
42.0,22.0,residential,CE,objects/uwespeed/germany/RES_42.0x22.0_0.obj_0.obj,,,2
42.0,25.0,residential,CE,objects/uwespeed/germany/RES_42.0x25.0_0.obj_0.obj,,,2
42.0,28.0,residential,CE,objects/uwespeed/germany/RES_42.0x28.0_0.obj_0.obj,,,2
42.0,31.0,residential,CE,objects/uwespeed/germany/RES_42.0x31.0_0.obj_0.obj,,,2
42.0,34.0,residential,CE,objects/uwespeed/germany/RES_42.0x34.0_0.obj_0.obj,,,2
42.0,37.0,residential,CE,objects/uwespeed/germany/RES_42.0x37.0_0.obj_0.obj,,,2
43.0,10.0,residential,CE,objects/uwespeed/germany/RES_43.0x10.0_0.obj_0.obj,,,2
43.0,13.0,residential,CE,objects/uwespeed/germany/RES_43.0x13.0_0.obj_0.obj,,,2
43.0,16.0,residential,CE,objects/uwespeed/germany/RES_43.0x16.0_0.obj_0.obj,,,2
43.0,19.0,residential,CE,objects/uwespeed/germany/RES_43.0x19.0_0.obj_0.obj,,,2
43.0,22.0,residential,CE,objects/uwespeed/germany/RES_43.0x22.0_0.obj_0.obj,,,2
43.0,25.0,residential,CE,objects/uwespeed/germany/RES_43.0x25.0_0.obj_0.obj,,,2
43.0,28.0,residential,CE,objects/uwespeed/germany/RES_43.0x28.0_0.obj_0.obj,,,2
43.0,31.0,residential,CE,objects/uwespeed/germany/RES_43.0x31.0_0.obj_0.obj,,,2
43.0,34.0,residential,CE,objects/uwespeed/germany/RES_43.0x34.0_0.obj_0.obj,,,2
43.0,37.0,residential,CE,objects/uwespeed/germany/RES_43.0x37.0_0.obj_0.obj,,,2
44.0,10.0,residential,CE,objects/uwespeed/germany/RES_44.0x10.0_0.obj_0.obj,,,2
44.0,13.0,residential,CE,objects/uwespeed/germany/RES_44.0x13.0_0.obj_0.obj,,,2
44.0,16.0,residential,CE,objects/uwespeed/germany/RES_44.0x16.0_0.obj_0.obj,,,2
44.0,19.0,residential,CE,objects/uwespeed/germany/RES_44.0x19.0_0.obj_0.obj,,,2
44.0,22.0,residential,CE,objects/uwespeed/germany/RES_44.0x22.0_0.obj_0.obj,,,2
44.0,25.0,residential,CE,objects/uwespeed/germany/RES_44.0x25.0_0.obj_0.obj,,,2
44.0,28.0,residential,CE,objects/uwespeed/germany/RES_44.0x28.0_0.obj_0.obj,,,2
44.0,31.0,residential,CE,objects/uwespeed/germany/RES_44.0x31.0_0.obj_0.obj,,,2
44.0,34.0,residential,CE,objects/uwespeed/germany/RES_44.0x34.0_0.obj_0.obj,,,2
44.0,37.0,residential,CE,objects/uwespeed/germany/RES_44.0x37.0_0.obj_0.obj,,,2
45.0,10.0,residential,CE,objects/uwespeed/germany/RES_45.0x10.0_0.obj_0.obj,,,2
45.0,13.0,residential,CE,objects/uwespeed/germany/RES_45.0x13.0_0.obj_0.obj,,,2
45.0,16.0,residential,CE,objects/uwespeed/germany/RES_45.0x16.0_0.obj_0.obj,,,2
45.0,19.0,residential,CE,objects/uwespeed/germany/RES_45.0x19.0_0.obj_0.obj,,,2
45.0,22.0,residential,CE,objects/uwespeed/germany/RES_45.0x22.0_0.obj_0.obj,,,2
45.0,25.0,residential,CE,objects/uwespeed/germany/RES_45.0x25.0_0.obj_0.obj,,,2
45.0,28.0,residential,CE,objects/uwespeed/germany/RES_45.0x28.0_0.obj_0.obj,,,2
45.0,31.0,residential,CE,objects/uwespeed/germany/RES_45.0x31.0_0.obj_0.obj,,,2
45.0,34.0,residential,CE,objects/uwespeed/germany/RES_45.0x34.0_0.obj_0.obj,,,2
45.0,37.0,residential,CE,objects/uwespeed/germany/RES_45.0x37.0_0.obj_0.obj,,,2
46.0,10.0,residential,CE,objects/uwespeed/germany/RES_46.0x10.0_0.obj_0.obj,,,2
46.0,13.0,residential,CE,objects/uwespeed/germany/RES_46.0x13.0_0.obj_0.obj,,,2
46.0,16.0,residential,CE,objects/uwespeed/germany/RES_46.0x16.0_0.obj_0.obj,,,2
46.0,19.0,residential,CE,objects/uwespeed/germany/RES_46.0x19.0_0.obj_0.obj,,,2
46.0,22.0,residential,CE,objects/uwespeed/germany/RES_46.0x22.0_0.obj_0.obj,,,2
46.0,25.0,residential,CE,objects/uwespeed/germany/RES_46.0x25.0_0.obj_0.obj,,,2
46.0,28.0,residential,CE,objects/uwespeed/germany/RES_46.0x28.0_0.obj_0.obj,,,2
46.0,31.0,residential,CE,objects/uwespeed/germany/RES_46.0x31.0_0.obj_0.obj,,,2
46.0,34.0,residential,CE,objects/uwespeed/germany/RES_46.0x34.0_0.obj_0.obj,,,2
46.0,37.0,residential,CE,objects/uwespeed/germany/RES_46.0x37.0_0.obj_0.obj,,,2
47.0,10.0,residential,CE,objects/uwespeed/germany/RES_47.0x10.0_0.obj_0.obj,,,2
47.0,13.0,residential,CE,objects/uwespeed/germany/RES_47.0x13.0_0.obj_0.obj,,,2
47.0,16.0,residential,CE,objects/uwespeed/germany/RES_47.0x16.0_0.obj_0.obj,,,2
47.0,19.0,residential,CE,objects/uwespeed/germany/RES_47.0x19.0_0.obj_0.obj,,,2
47.0,22.0,residential,CE,objects/uwespeed/germany/RES_47.0x22.0_0.obj_0.obj,,,2
47.0,25.0,residential,CE,objects/uwespeed/germany/RES_47.0x25.0_0.obj_0.obj,,,2
47.0,28.0,residential,CE,objects/uwespeed/germany/RES_47.0x28.0_0.obj_0.obj,,,2
47.0,31.0,residential,CE,objects/uwespeed/germany/RES_47.0x31.0_0.obj_0.obj,,,2
47.0,34.0,residential,CE,objects/uwespeed/germany/RES_47.0x34.0_0.obj_0.obj,,,2
47.0,37.0,residential,CE,objects/uwespeed/germany/RES_47.0x37.0_0.obj_0.obj,,,2
48.0,10.0,residential,CE,objects/uwespeed/germany/RES_48.0x10.0_0.obj_0.obj,,,2
48.0,13.0,residential,CE,objects/uwespeed/germany/RES_48.0x13.0_0.obj_0.obj,,,2
48.0,16.0,residential,CE,objects/uwespeed/germany/RES_48.0x16.0_0.obj_0.obj,,,2
48.0,19.0,residential,CE,objects/uwespeed/germany/RES_48.0x19.0_0.obj_0.obj,,,2
48.0,22.0,residential,CE,objects/uwespeed/germany/RES_48.0x22.0_0.obj_0.obj,,,2
48.0,25.0,residential,CE,objects/uwespeed/germany/RES_48.0x25.0_0.obj_0.obj,,,2
48.0,28.0,residential,CE,objects/uwespeed/germany/RES_48.0x28.0_0.obj_0.obj,,,2
48.0,31.0,residential,CE,objects/uwespeed/germany/RES_48.0x31.0_0.obj_0.obj,,,2
48.0,34.0,residential,CE,objects/uwespeed/germany/RES_48.0x34.0_0.obj_0.obj,,,2
48.0,37.0,residential,CE,objects/uwespeed/germany/RES_48.0x37.0_0.obj_0.obj,,,2
49.0,10.0,residential,CE,objects/uwespeed/germany/RES_49.0x10.0_0.obj_0.obj,,,2
49.0,13.0,residential,CE,objects/uwespeed/germany/RES_49.0x13.0_0.obj_0.obj,,,2
49.0,16.0,residential,CE,objects/uwespeed/germany/RES_49.0x16.0_0.obj_0.obj,,,2
49.0,19.0,residential,CE,objects/uwespeed/germany/RES_49.0x19.0_0.obj_0.obj,,,2
49.0,22.0,residential,CE,objects/uwespeed/germany/RES_49.0x22.0_0.obj_0.obj,,,2
49.0,25.0,residential,CE,objects/uwespeed/germany/RES_49.0x25.0_0.obj_0.obj,,,2
49.0,28.0,residential,CE,objects/uwespeed/germany/RES_49.0x28.0_0.obj_0.obj,,,2
49.0,31.0,residential,CE,objects/uwespeed/germany/RES_49.0x31.0_0.obj_0.obj,,,2
49.0,34.0,residential,CE,objects/uwespeed/germany/RES_49.0x34.0_0.obj_0.obj,,,2
49.0,37.0,residential,CE,objects/uwespeed/germany/RES_49.0x37.0_0.obj_0.obj,,,2
50.0,10.0,residential,CE,objects/uwespeed/germany/RES_50.0x10.0_0.obj_0.obj,,,2
50.0,13.0,residential,CE,objects/uwespeed/germany/RES_50.0x13.0_0.obj_0.obj,,,2
50.0,16.0,residential,CE,objects/uwespeed/germany/RES_50.0x16.0_0.obj_0.obj,,,2
50.0,19.0,residential,CE,objects/uwespeed/germany/RES_50.0x19.0_0.obj_0.obj,,,2
50.0,22.0,residential,CE,objects/uwespeed/germany/RES_50.0x22.0_0.obj_0.obj,,,2
50.0,25.0,residential,CE,objects/uwespeed/germany/RES_50.0x25.0_0.obj_0.obj,,,2
50.0,28.0,residential,CE,objects/uwespeed/germany/RES_50.0x28.0_0.obj_0.obj,,,2
50.0,31.0,residential,CE,objects/uwespeed/germany/RES_50.0x31.0_0.obj_0.obj,,,2
50.0,34.0,residential,CE,objects/uwespeed/germany/RES_50.0x34.0_0.obj_0.obj,,,2
50.0,37.0,residential,CE,objects/uwespeed/germany/RES_50.0x37.0_0.obj_0.obj,,,2
51.0,10.0,residential,CE,objects/uwespeed/germany/RES_51.0x10.0_0.obj_0.obj,,,2
51.0,13.0,residential,CE,objects/uwespeed/germany/RES_51.0x13.0_0.obj_0.obj,,,2
51.0,16.0,residential,CE,objects/uwespeed/germany/RES_51.0x16.0_0.obj_0.obj,,,2
51.0,19.0,residential,CE,objects/uwespeed/germany/RES_51.0x19.0_0.obj_0.obj,,,2
51.0,22.0,residential,CE,objects/uwespeed/germany/RES_51.0x22.0_0.obj_0.obj,,,2
51.0,25.0,residential,CE,objects/uwespeed/germany/RES_51.0x25.0_0.obj_0.obj,,,2
51.0,28.0,residential,CE,objects/uwespeed/germany/RES_51.0x28.0_0.obj_0.obj,,,2
51.0,31.0,residential,CE,objects/uwespeed/germany/RES_51.0x31.0_0.obj_0.obj,,,2
51.0,34.0,residential,CE,objects/uwespeed/germany/RES_51.0x34.0_0.obj_0.obj,,,2
51.0,37.0,residential,CE,objects/uwespeed/germany/RES_51.0x37.0_0.obj_0.obj,,,2
52.0,10.0,residential,CE,objects/uwespeed/germany/RES_52.0x10.0_0.obj_0.obj,,,2
52.0,13.0,residential,CE,objects/uwespeed/germany/RES_52.0x13.0_0.obj_0.obj,,,2
52.0,16.0,residential,CE,objects/uwespeed/germany/RES_52.0x16.0_0.obj_0.obj,,,2
52.0,19.0,residential,CE,objects/uwespeed/germany/RES_52.0x19.0_0.obj_0.obj,,,2
52.0,22.0,residential,CE,objects/uwespeed/germany/RES_52.0x22.0_0.obj_0.obj,,,2
52.0,25.0,residential,CE,objects/uwespeed/germany/RES_52.0x25.0_0.obj_0.obj,,,2
52.0,28.0,residential,CE,objects/uwespeed/germany/RES_52.0x28.0_0.obj_0.obj,,,2
52.0,31.0,residential,CE,objects/uwespeed/germany/RES_52.0x31.0_0.obj_0.obj,,,2
52.0,34.0,residential,CE,objects/uwespeed/germany/RES_52.0x34.0_0.obj_0.obj,,,2
52.0,37.0,residential,CE,objects/uwespeed/germany/RES_52.0x37.0_0.obj_0.obj,,,2
53.0,10.0,residential,CE,objects/uwespeed/germany/RES_53.0x10.0_0.obj_0.obj,,,2
53.0,13.0,residential,CE,objects/uwespeed/germany/RES_53.0x13.0_0.obj_0.obj,,,2
53.0,16.0,residential,CE,objects/uwespeed/germany/RES_53.0x16.0_0.obj_0.obj,,,2
53.0,19.0,residential,CE,objects/uwespeed/germany/RES_53.0x19.0_0.obj_0.obj,,,2
53.0,22.0,residential,CE,objects/uwespeed/germany/RES_53.0x22.0_0.obj_0.obj,,,2
53.0,25.0,residential,CE,objects/uwespeed/germany/RES_53.0x25.0_0.obj_0.obj,,,2
53.0,28.0,residential,CE,objects/uwespeed/germany/RES_53.0x28.0_0.obj_0.obj,,,2
53.0,31.0,residential,CE,objects/uwespeed/germany/RES_53.0x31.0_0.obj_0.obj,,,2
53.0,34.0,residential,CE,objects/uwespeed/germany/RES_53.0x34.0_0.obj_0.obj,,,2
53.0,37.0,residential,CE,objects/uwespeed/germany/RES_53.0x37.0_0.obj_0.obj,,,2
54.0,10.0,residential,CE,objects/uwespeed/germany/RES_54.0x10.0_0.obj_0.obj,,,2
54.0,13.0,residential,CE,objects/uwespeed/germany/RES_54.0x13.0_0.obj_0.obj,,,2
54.0,16.0,residential,CE,objects/uwespeed/germany/RES_54.0x16.0_0.obj_0.obj,,,2
54.0,19.0,residential,CE,objects/uwespeed/germany/RES_54.0x19.0_0.obj_0.obj,,,2
54.0,22.0,residential,CE,objects/uwespeed/germany/RES_54.0x22.0_0.obj_0.obj,,,2
54.0,25.0,residential,CE,objects/uwespeed/germany/RES_54.0x25.0_0.obj_0.obj,,,2
54.0,28.0,residential,CE,objects/uwespeed/germany/RES_54.0x28.0_0.obj_0.obj,,,2
54.0,31.0,residential,CE,objects/uwespeed/germany/RES_54.0x31.0_0.obj_0.obj,,,2
54.0,34.0,residential,CE,objects/uwespeed/germany/RES_54.0x34.0_0.obj_0.obj,,,2
54.0,37.0,residential,CE,objects/uwespeed/germany/RES_54.0x37.0_0.obj_0.obj,,,2
55.0,10.0,residential,CE,objects/uwespeed/germany/RES_55.0x10.0_0.obj_0.obj,,,2
55.0,13.0,residential,CE,objects/uwespeed/germany/RES_55.0x13.0_0.obj_0.obj,,,2
55.0,16.0,residential,CE,objects/uwespeed/germany/RES_55.0x16.0_0.obj_0.obj,,,2
55.0,19.0,residential,CE,objects/uwespeed/germany/RES_55.0x19.0_0.obj_0.obj,,,2
55.0,22.0,residential,CE,objects/uwespeed/germany/RES_55.0x22.0_0.obj_0.obj,,,2
55.0,25.0,residential,CE,objects/uwespeed/germany/RES_55.0x25.0_0.obj_0.obj,,,2
55.0,28.0,residential,CE,objects/uwespeed/germany/RES_55.0x28.0_0.obj_0.obj,,,2
55.0,31.0,residential,CE,objects/uwespeed/germany/RES_55.0x31.0_0.obj_0.obj,,,2
55.0,34.0,residential,CE,objects/uwespeed/germany/RES_55.0x34.0_0.obj_0.obj,,,2
55.0,37.0,residential,CE,objects/uwespeed/germany/RES_55.0x37.0_0.obj_0.obj,,,2
56.0,10.0,residential,CE,objects/uwespeed/germany/RES_56.0x10.0_0.obj_0.obj,,,2
56.0,13.0,residential,CE,objects/uwespeed/germany/RES_56.0x13.0_0.obj_0.obj,,,2
56.0,16.0,residential,CE,objects/uwespeed/germany/RES_56.0x16.0_0.obj_0.obj,,,2
56.0,19.0,residential,CE,objects/uwespeed/germany/RES_56.0x19.0_0.obj_0.obj,,,2
56.0,22.0,residential,CE,objects/uwespeed/germany/RES_56.0x22.0_0.obj_0.obj,,,2
56.0,25.0,residential,CE,objects/uwespeed/germany/RES_56.0x25.0_0.obj_0.obj,,,2
56.0,28.0,residential,CE,objects/uwespeed/germany/RES_56.0x28.0_0.obj_0.obj,,,2
56.0,31.0,residential,CE,objects/uwespeed/germany/RES_56.0x31.0_0.obj_0.obj,,,2
56.0,34.0,residential,CE,objects/uwespeed/germany/RES_56.0x34.0_0.obj_0.obj,,,2
56.0,37.0,residential,CE,objects/uwespeed/germany/RES_56.0x37.0_0.obj_0.obj,,,2
57.0,10.0,residential,CE,objects/uwespeed/germany/RES_57.0x10.0_0.obj_0.obj,,,2
57.0,13.0,residential,CE,objects/uwespeed/germany/RES_57.0x13.0_0.obj_0.obj,,,2
57.0,16.0,residential,CE,objects/uwespeed/germany/RES_57.0x16.0_0.obj_0.obj,,,2
57.0,19.0,residential,CE,objects/uwespeed/germany/RES_57.0x19.0_0.obj_0.obj,,,2
57.0,22.0,residential,CE,objects/uwespeed/germany/RES_57.0x22.0_0.obj_0.obj,,,2
57.0,25.0,residential,CE,objects/uwespeed/germany/RES_57.0x25.0_0.obj_0.obj,,,2
57.0,28.0,residential,CE,objects/uwespeed/germany/RES_57.0x28.0_0.obj_0.obj,,,2
57.0,31.0,residential,CE,objects/uwespeed/germany/RES_57.0x31.0_0.obj_0.obj,,,2
57.0,34.0,residential,CE,objects/uwespeed/germany/RES_57.0x34.0_0.obj_0.obj,,,2
57.0,37.0,residential,CE,objects/uwespeed/germany/RES_57.0x37.0_0.obj_0.obj,,,2
58.0,10.0,residential,CE,objects/uwespeed/germany/RES_58.0x10.0_0.obj_0.obj,,,2
58.0,13.0,residential,CE,objects/uwespeed/germany/RES_58.0x13.0_0.obj_0.obj,,,2
58.0,16.0,residential,CE,objects/uwespeed/germany/RES_58.0x16.0_0.obj_0.obj,,,2
58.0,19.0,residential,CE,objects/uwespeed/germany/RES_58.0x19.0_0.obj_0.obj,,,2
58.0,22.0,residential,CE,objects/uwespeed/germany/RES_58.0x22.0_0.obj_0.obj,,,2
58.0,25.0,residential,CE,objects/uwespeed/germany/RES_58.0x25.0_0.obj_0.obj,,,2
58.0,28.0,residential,CE,objects/uwespeed/germany/RES_58.0x28.0_0.obj_0.obj,,,2
58.0,31.0,residential,CE,objects/uwespeed/germany/RES_58.0x31.0_0.obj_0.obj,,,2
58.0,34.0,residential,CE,objects/uwespeed/germany/RES_58.0x34.0_0.obj_0.obj,,,2
58.0,37.0,residential,CE,objects/uwespeed/germany/RES_58.0x37.0_0.obj_0.obj,,,2
59.0,10.0,residential,CE,objects/uwespeed/germany/RES_59.0x10.0_0.obj_0.obj,,,2
59.0,13.0,residential,CE,objects/uwespeed/germany/RES_59.0x13.0_0.obj_0.obj,,,2
59.0,16.0,residential,CE,objects/uwespeed/germany/RES_59.0x16.0_0.obj_0.obj,,,2
59.0,19.0,residential,CE,objects/uwespeed/germany/RES_59.0x19.0_0.obj_0.obj,,,2
59.0,22.0,residential,CE,objects/uwespeed/germany/RES_59.0x22.0_0.obj_0.obj,,,2
59.0,25.0,residential,CE,objects/uwespeed/germany/RES_59.0x25.0_0.obj_0.obj,,,2
59.0,28.0,residential,CE,objects/uwespeed/germany/RES_59.0x28.0_0.obj_0.obj,,,2
59.0,31.0,residential,CE,objects/uwespeed/germany/RES_59.0x31.0_0.obj_0.obj,,,2
59.0,34.0,residential,CE,objects/uwespeed/germany/RES_59.0x34.0_0.obj_0.obj,,,2
59.0,37.0,residential,CE,objects/uwespeed/germany/RES_59.0x37.0_0.obj_0.obj,,,2
60.0,10.0,residential,CE,objects/uwespeed/germany/RES_60.0x10.0_0.obj_0.obj,,,2
60.0,13.0,residential,CE,objects/uwespeed/germany/RES_60.0x13.0_0.obj_0.obj,,,2
60.0,16.0,residential,CE,objects/uwespeed/germany/RES_60.0x16.0_0.obj_0.obj,,,2
60.0,19.0,residential,CE,objects/uwespeed/germany/RES_60.0x19.0_0.obj_0.obj,,,2
60.0,22.0,residential,CE,objects/uwespeed/germany/RES_60.0x22.0_0.obj_0.obj,,,2
60.0,25.0,residential,CE,objects/uwespeed/germany/RES_60.0x25.0_0.obj_0.obj,,,2
60.0,28.0,residential,CE,objects/uwespeed/germany/RES_60.0x28.0_0.obj_0.obj,,,2
60.0,31.0,residential,CE,objects/uwespeed/germany/RES_60.0x31.0_0.obj_0.obj,,,2
60.0,34.0,residential,CE,objects/uwespeed/germany/RES_60.0x34.0_0.obj_0.obj,,,2
60.0,37.0,residential,CE,objects/uwespeed/germany/RES_60.0x37.0_0.obj_0.obj,,,2
61.0,10.0,residential,CE,objects/uwespeed/germany/RES_61.0x10.0_0.obj_0.obj,,,2
61.0,13.0,residential,CE,objects/uwespeed/germany/RES_61.0x13.0_0.obj_0.obj,,,2
61.0,16.0,residential,CE,objects/uwespeed/germany/RES_61.0x16.0_0.obj_0.obj,,,2
61.0,19.0,residential,CE,objects/uwespeed/germany/RES_61.0x19.0_0.obj_0.obj,,,2
61.0,22.0,residential,CE,objects/uwespeed/germany/RES_61.0x22.0_0.obj_0.obj,,,2
61.0,25.0,residential,CE,objects/uwespeed/germany/RES_61.0x25.0_0.obj_0.obj,,,2
61.0,28.0,residential,CE,objects/uwespeed/germany/RES_61.0x28.0_0.obj_0.obj,,,2
61.0,31.0,residential,CE,objects/uwespeed/germany/RES_61.0x31.0_0.obj_0.obj,,,2
61.0,34.0,residential,CE,objects/uwespeed/germany/RES_61.0x34.0_0.obj_0.obj,,,2
61.0,37.0,residential,CE,objects/uwespeed/germany/RES_61.0x37.0_0.obj_0.obj,,,2
62.0,10.0,residential,CE,objects/uwespeed/germany/RES_62.0x10.0_0.obj_0.obj,,,2
62.0,13.0,residential,CE,objects/uwespeed/germany/RES_62.0x13.0_0.obj_0.obj,,,2
62.0,16.0,residential,CE,objects/uwespeed/germany/RES_62.0x16.0_0.obj_0.obj,,,2
62.0,19.0,residential,CE,objects/uwespeed/germany/RES_62.0x19.0_0.obj_0.obj,,,2
62.0,22.0,residential,CE,objects/uwespeed/germany/RES_62.0x22.0_0.obj_0.obj,,,2
62.0,25.0,residential,CE,objects/uwespeed/germany/RES_62.0x25.0_0.obj_0.obj,,,2
62.0,28.0,residential,CE,objects/uwespeed/germany/RES_62.0x28.0_0.obj_0.obj,,,2
62.0,31.0,residential,CE,objects/uwespeed/germany/RES_62.0x31.0_0.obj_0.obj,,,2
62.0,34.0,residential,CE,objects/uwespeed/germany/RES_62.0x34.0_0.obj_0.obj,,,2
62.0,37.0,residential,CE,objects/uwespeed/germany/RES_62.0x37.0_0.obj_0.obj,,,2
