width,length,type,region,model,height-min,height-max,stories
63.0,10.0,residential,CE,objects/uwespeed/germany/RES_63.0x10.0_0.obj_0.obj,,,2
63.0,13.0,residential,CE,objects/uwespeed/germany/RES_63.0x13.0_0.obj_0.obj,,,2
63.0,16.0,residential,CE,objects/uwespeed/germany/RES_63.0x16.0_0.obj_0.obj,,,2
63.0,19.0,residential,CE,objects/uwespeed/germany/RES_63.0x19.0_0.obj_0.obj,,,2
63.0,22.0,residential,CE,objects/uwespeed/germany/RES_63.0x22.0_0.obj_0.obj,,,2
63.0,25.0,residential,CE,objects/uwespeed/germany/RES_63.0x25.0_0.obj_0.obj,,,2
63.0,28.0,residential,CE,objects/uwespeed/germany/RES_63.0x28.0_0.obj_0.obj,,,2
63.0,31.0,residential,CE,objects/uwespeed/germany/RES_63.0x31.0_0.obj_0.obj,,,2
63.0,34.0,residential,CE,objects/uwespeed/germany/RES_63.0x34.0_0.obj_0.obj,,,2
63.0,37.0,residential,CE,objects/uwespeed/germany/RES_63.0x37.0_0.obj_0.obj,,,2
64.0,10.0,residential,CE,objects/uwespeed/germany/RES_64.0x10.0_0.obj_0.obj,,,2
64.0,13.0,residential,CE,objects/uwespeed/germany/RES_64.0x13.0_0.obj_0.obj,,,2
64.0,16.0,residential,CE,objects/uwespeed/germany/RES_64.0x16.0_0.obj_0.obj,,,2
64.0,19.0,residential,CE,objects/uwespeed/germany/RES_64.0x19.0_0.obj_0.obj,,,2
64.0,22.0,residential,CE,objects/uwespeed/germany/RES_64.0x22.0_0.obj_0.obj,,,2
64.0,25.0,residential,CE,objects/uwespeed/germany/RES_64.0x25.0_0.obj_0.obj,,,2
64.0,28.0,residential,CE,objects/uwespeed/germany/RES_64.0x28.0_0.obj_0.obj,,,2
64.0,31.0,residential,CE,objects/uwespeed/germany/RES_64.0x31.0_0.obj_0.obj,,,2
64.0,34.0,residential,CE,objects/uwespeed/germany/RES_64.0x34.0_0.obj_0.obj,,,2
64.0,37.0,residential,CE,objects/uwespeed/germany/RES_64.0x37.0_0.obj_0.obj,,,2
65.0,10.0,residential,CE,objects/uwespeed/germany/RES_65.0x10.0_0.obj_0.obj,,,2
65.0,13.0,residential,CE,objects/uwespeed/germany/RES_65.0x13.0_0.obj_0.obj,,,2
65.0,16.0,residential,CE,objects/uwespeed/germany/RES_65.0x16.0_0.obj_0.obj,,,2
65.0,19.0,residential,CE,objects/uwespeed/germany/RES_65.0x19.0_0.obj_0.obj,,,2
65.0,22.0,residential,CE,objects/uwespeed/germany/RES_65.0x22.0_0.obj_0.obj,,,2
65.0,25.0,residential,CE,objects/uwespeed/germany/RES_65.0x25.0_0.obj_0.obj,,,2
65.0,28.0,residential,CE,objects/uwespeed/germany/RES_65.0x28.0_0.obj_0.obj,,,2
65.0,31.0,residential,CE,objects/uwespeed/germany/RES_65.0x31.0_0.obj_0.obj,,,2
65.0,34.0,residential,CE,objects/uwespeed/germany/RES_65.0x34.0_0.obj_0.obj,,,2
65.0,37.0,residential,CE,objects/uwespeed/germany/RES_65.0x37.0_0.obj_0.obj,,,2
66.0,10.0,residential,CE,objects/uwespeed/germany/RES_66.0x10.0_0.obj_0.obj,,,2
66.0,13.0,residential,CE,objects/uwespeed/germany/RES_66.0x13.0_0.obj_0.obj,,,2
66.0,16.0,residential,CE,objects/uwespeed/germany/RES_66.0x16.0_0.obj_0.obj,,,2
66.0,19.0,residential,CE,objects/uwespeed/germany/RES_66.0x19.0_0.obj_0.obj,,,2
66.0,22.0,residential,CE,objects/uwespeed/germany/RES_66.0x22.0_0.obj_0.obj,,,2
66.0,25.0,residential,CE,objects/uwespeed/germany/RES_66.0x25.0_0.obj_0.obj,,,2
66.0,28.0,residential,CE,objects/uwespeed/germany/RES_66.0x28.0_0.obj_0.obj,,,2
66.0,31.0,residential,CE,objects/uwespeed/germany/RES_66.0x31.0_0.obj_0.obj,,,2
66.0,34.0,residential,CE,objects/uwespeed/germany/RES_66.0x34.0_0.obj_0.obj,,,2
66.0,37.0,residential,CE,objects/uwespeed/germany/RES_66.0x37.0_0.obj_0.obj,,,2
67.0,10.0,residential,CE,objects/uwespeed/germany/RES_67.0x10.0_0.obj_0.obj,,,2
67.0,13.0,residential,CE,objects/uwespeed/germany/RES_67.0x13.0_0.obj_0.obj,,,2
67.0,16.0,residential,CE,objects/uwespeed/germany/RES_67.0x16.0_0.obj_0.obj,,,2
67.0,19.0,residential,CE,objects/uwespeed/germany/RES_67.0x19.0_0.obj_0.obj,,,2
67.0,22.0,residential,CE,objects/uwespeed/germany/RES_67.0x22.0_0.obj_0.obj,,,2
67.0,25.0,residential,CE,objects/uwespeed/germany/RES_67.0x25.0_0.obj_0.obj,,,2
67.0,28.0,residential,CE,objects/uwespeed/germany/RES_67.0x28.0_0.obj_0.obj,,,2
67.0,31.0,residential,CE,objects/uwespeed/germany/RES_67.0x31.0_0.obj_0.obj,,,2
67.0,34.0,residential,CE,objects/uwespeed/germany/RES_67.0x34.0_0.obj_0.obj,,,2
67.0,37.0,residential,CE,objects/uwespeed/germany/RES_67.0x37.0_0.obj_0.obj,,,2
68.0,10.0,residential,CE,objects/uwespeed/germany/RES_68.0x10.0_0.obj_0.obj,,,2
68.0,13.0,residential,CE,objects/uwespeed/germany/RES_68.0x13.0_0.obj_0.obj,,,2
68.0,16.0,residential,CE,objects/uwespeed/germany/RES_68.0x16.0_0.obj_0.obj,,,2
68.0,19.0,residential,CE,objects/uwespeed/germany/RES_68.0x19.0_0.obj_0.obj,,,2
68.0,22.0,residential,CE,objects/uwespeed/germany/RES_68.0x22.0_0.obj_0.obj,,,2
68.0,25.0,residential,CE,objects/uwespeed/germany/RES_68.0x25.0_0.obj_0.obj,,,2
68.0,28.0,residential,CE,objects/uwespeed/germany/RES_68.0x28.0_0.obj_0.obj,,,2
68.0,31.0,residential,CE,objects/uwespeed/germany/RES_68.0x31.0_0.obj_0.obj,,,2
68.0,34.0,residential,CE,objects/uwespeed/germany/RES_68.0x34.0_0.obj_0.obj,,,2
68.0,37.0,residential,CE,objects/uwespeed/germany/RES_68.0x37.0_0.obj_0.obj,,,2
69.0,10.0,residential,CE,objects/uwespeed/germany/RES_69.0x10.0_0.obj_0.obj,,,2
69.0,13.0,residential,CE,objects/uwespeed/germany/RES_69.0x13.0_0.obj_0.obj,,,2
69.0,16.0,residential,CE,objects/uwespeed/germany/RES_69.0x16.0_0.obj_0.obj,,,2
69.0,19.0,residential,CE,objects/uwespeed/germany/RES_69.0x19.0_0.obj_0.obj,,,2
69.0,22.0,residential,CE,objects/uwespeed/germany/RES_69.0x22.0_0.obj_0.obj,,,2
69.0,25.0,residential,CE,objects/uwespeed/germany/RES_69.0x25.0_0.obj_0.obj,,,2
69.0,28.0,residential,CE,objects/uwespeed/germany/RES_69.0x28.0_0.obj_0.obj,,,2
69.0,31.0,residential,CE,objects/uwespeed/germany/RES_69.0x31.0_0.obj_0.obj,,,2
69.0,34.0,residential,CE,objects/uwespeed/germany/RES_69.0x34.0_0.obj_0.obj,,,2
69.0,37.0,residential,CE,objects/uwespeed/germany/RES_69.0x37.0_0.obj_0.obj,,,2
70.0,10.0,residential,CE,objects/uwespeed/germany/RES_70.0x10.0_0.obj_0.obj,,,2
70.0,13.0,residential,CE,objects/uwespeed/germany/RES_70.0x13.0_0.obj_0.obj,,,2
70.0,16.0,residential,CE,objects/uwespeed/germany/RES_70.0x16.0_0.obj_0.obj,,,2
70.0,19.0,residential,CE,objects/uwespeed/germany/RES_70.0x19.0_0.obj_0.obj,,,2
70.0,22.0,residential,CE,objects/uwespeed/germany/RES_70.0x22.0_0.obj_0.obj,,,2
70.0,25.0,residential,CE,objects/uwespeed/germany/RES_70.0x25.0_0.obj_0.obj,,,2
70.0,28.0,residential,CE,objects/uwespeed/germany/RES_70.0x28.0_0.obj_0.obj,,,2
70.0,31.0,residential,CE,objects/uwespeed/germany/RES_70.0x31.0_0.obj_0.obj,,,2
70.0,34.0,residential,CE,objects/uwespeed/germany/RES_70.0x34.0_0.obj_0.obj,,,2
70.0,37.0,residential,CE,objects/uwespeed/germany/RES_70.0x37.0_0.obj_0.obj,,,2
71.0,10.0,residential,CE,objects/uwespeed/germany/RES_71.0x10.0_0.obj_0.obj,,,2
71.0,13.0,residential,CE,objects/uwespeed/germany/RES_71.0x13.0_0.obj_0.obj,,,2
71.0,16.0,residential,CE,objects/uwespeed/germany/RES_71.0x16.0_0.obj_0.obj,,,2
71.0,19.0,residential,CE,objects/uwespeed/germany/RES_71.0x19.0_0.obj_0.obj,,,2
71.0,22.0,residential,CE,objects/uwespeed/germany/RES_71.0x22.0_0.obj_0.obj,,,2
71.0,25.0,residential,CE,objects/uwespeed/germany/RES_71.0x25.0_0.obj_0.obj,,,2
71.0,28.0,residential,CE,objects/uwespeed/germany/RES_71.0x28.0_0.obj_0.obj,,,2
71.0,31.0,residential,CE,objects/uwespeed/germany/RES_71.0x31.0_0.obj_0.obj,,,2
71.0,34.0,residential,CE,objects/uwespeed/germany/RES_71.0x34.0_0.obj_0.obj,,,2
71.0,37.0,residential,CE,objects/uwespeed/germany/RES_71.0x37.0_0.obj_0.obj,,,2
72.0,10.0,residential,CE,objects/uwespeed/germany/RES_72.0x10.0_0.obj_0.obj,,,2
72.0,13.0,residential,CE,objects/uwespeed/germany/RES_72.0x13.0_0.obj_0.obj,,,2
72.0,16.0,residential,CE,objects/uwespeed/germany/RES_72.0x16.0_0.obj_0.obj,,,2
72.0,19.0,residential,CE,objects/uwespeed/germany/RES_72.0x19.0_0.obj_0.obj,,,2
72.0,22.0,residential,CE,objects/uwespeed/germany/RES_72.0x22.0_0.obj_0.obj,,,2
72.0,25.0,residential,CE,objects/uwespeed/germany/RES_72.0x25.0_0.obj_0.obj,,,2
72.0,28.0,residential,CE,objects/uwespeed/germany/RES_72.0x28.0_0.obj_0.obj,,,2
72.0,31.0,residential,CE,objects/uwespeed/germany/RES_72.0x31.0_0.obj_0.obj,,,2
72.0,34.0,residential,CE,objects/uwespeed/germany/RES_72.0x34.0_0.obj_0.obj,,,2
72.0,37.0,residential,CE,objects/uwespeed/germany/RES_72.0x37.0_0.obj_0.obj,,,2
73.0,10.0,residential,CE,objects/uwespeed/germany/RES_73.0x10.0_0.obj_0.obj,,,2
73.0,13.0,residential,CE,objects/uwespeed/germany/RES_73.0x13.0_0.obj_0.obj,,,2
73.0,16.0,residential,CE,objects/uwespeed/germany/RES_73.0x16.0_0.obj_0.obj,,,2
73.0,19.0,residential,CE,objects/uwespeed/germany/RES_73.0x19.0_0.obj_0.obj,,,2
73.0,22.0,residential,CE,objects/uwespeed/germany/RES_73.0x22.0_0.obj_0.obj,,,2
73.0,25.0,residential,CE,objects/uwespeed/germany/RES_73.0x25.0_0.obj_0.obj,,,2
73.0,28.0,residential,CE,objects/uwespeed/germany/RES_73.0x28.0_0.obj_0.obj,,,2
73.0,31.0,residential,CE,objects/uwespeed/germany/RES_73.0x31.0_0.obj_0.obj,,,2
73.0,34.0,residential,CE,objects/uwespeed/germany/RES_73.0x34.0_0.obj_0.obj,,,2
73.0,37.0,residential,CE,objects/uwespeed/germany/RES_73.0x37.0_0.obj_0.obj,,,2
74.0,10.0,residential,CE,objects/uwespeed/germany/RES_74.0x10.0_0.obj_0.obj,,,2
74.0,13.0,residential,CE,objects/uwespeed/germany/RES_74.0x13.0_0.obj_0.obj,,,2
74.0,16.0,residential,CE,objects/uwespeed/germany/RES_74.0x16.0_0.obj_0.obj,,,2
74.0,19.0,residential,CE,objects/uwespeed/germany/RES_74.0x19.0_0.obj_0.obj,,,2
74.0,22.0,residential,CE,objects/uwespeed/germany/RES_74.0x22.0_0.obj_0.obj,,,2
74.0,25.0,residential,CE,objects/uwespeed/germany/RES_74.0x25.0_0.obj_0.obj,,,2
74.0,28.0,residential,CE,objects/uwespeed/germany/RES_74.0x28.0_0.obj_0.obj,,,2
74.0,31.0,residential,CE,objects/uwespeed/germany/RES_74.0x31.0_0.obj_0.obj,,,2
74.0,34.0,residential,CE,objects/uwespeed/germany/RES_74.0x34.0_0.obj_0.obj,,,2
74.0,37.0,residential,CE,objects/uwespeed/germany/RES_74.0x37.0_0.obj_0.obj,,,2
75.0,10.0,residential,CE,objects/uwespeed/germany/RES_75.0x10.0_0.obj_0.obj,,,2
75.0,13.0,residential,CE,objects/uwespeed/germany/RES_75.0x13.0_0.obj_0.obj,,,2
75.0,16.0,residential,CE,objects/uwespeed/germany/RES_75.0x16.0_0.obj_0.obj,,,2
75.0,19.0,residential,CE,objects/uwespeed/germany/RES_75.0x19.0_0.obj_0.obj,,,2
75.0,22.0,residential,CE,objects/uwespeed/germany/RES_75.0x22.0_0.obj_0.obj,,,2
75.0,25.0,residential,CE,objects/uwespeed/germany/RES_75.0x25.0_0.obj_0.obj,,,2
75.0,28.0,residential,CE,objects/uwespeed/germany/RES_75.0x28.0_0.obj_0.obj,,,2
75.0,31.0,residential,CE,objects/uwespeed/germany/RES_75.0x31.0_0.obj_0.obj,,,2
75.0,34.0,residential,CE,objects/uwespeed/germany/RES_75.0x34.0_0.obj_0.obj,,,2
75.0,37.0,residential,CE,objects/uwespeed/germany/RES_75.0x37.0_0.obj_0.obj,,,2
76.0,10.0,residential,CE,objects/uwespeed/germany/RES_76.0x10.0_0.obj_0.obj,,,2
76.0,13.0,residential,CE,objects/uwespeed/germany/RES_76.0x13.0_0.obj_0.obj,,,2
76.0,16.0,residential,CE,objects/uwespeed/germany/RES_76.0x16.0_0.obj_0.obj,,,2
76.0,19.0,residential,CE,objects/uwespeed/germany/RES_76.0x19.0_0.obj_0.obj,,,2
76.0,22.0,residential,CE,objects/uwespeed/germany/RES_76.0x22.0_0.obj_0.obj,,,2
76.0,25.0,residential,CE,objects/uwespeed/germany/RES_76.0x25.0_0.obj_0.obj,,,2
76.0,28.0,residential,CE,objects/uwespeed/germany/RES_76.0x28.0_0.obj_0.obj,,,2
76.0,31.0,residential,CE,objects/uwespeed/germany/RES_76.0x31.0_0.obj_0.obj,,,2
76.0,34.0,residential,CE,objects/uwespeed/germany/RES_76.0x34.0_0.obj_0.obj,,,2
76.0,37.0,residential,CE,objects/uwespeed/germany/RES_76.0x37.0_0.obj_0.obj,,,2
77.0,10.0,residential,CE,objects/uwespeed/germany/RES_77.0x10.0_0.obj_0.obj,,,2
77.0,13.0,residential,CE,objects/uwespeed/germany/RES_77.0x13.0_0.obj_0.obj,,,2
77.0,16.0,residential,CE,objects/uwespeed/germany/RES_77.0x16.0_0.obj_0.obj,,,2
77.0,19.0,residential,CE,objects/uwespeed/germany/RES_77.0x19.0_0.obj_0.obj,,,2
77.0,22.0,residential,CE,objects/uwespeed/germany/RES_77.0x22.0_0.obj_0.obj,,,2
77.0,25.0,residential,CE,objects/uwespeed/germany/RES_77.0x25.0_0.obj_0.obj,,,2
77.0,28.0,residential,CE,objects/uwespeed/germany/RES_77.0x28.0_0.obj_0.obj,,,2
77.0,31.0,residential,CE,objects/uwespeed/germany/RES_77.0x31.0_0.obj_0.obj,,,2
77.0,34.0,residential,CE,objects/uwespeed/germany/RES_77.0x34.0_0.obj_0.obj,,,2
77.0,37.0,residential,CE,objects/uwespeed/germany/RES_77.0x37.0_0.obj_0.obj,,,2
78.0,10.0,residential,CE,objects/uwespeed/germany/RES_78.0x10.0_0.obj_0.obj,,,2
78.0,13.0,residential,CE,objects/uwespeed/germany/RES_78.0x13.0_0.obj_0.obj,,,2
78.0,16.0,residential,CE,objects/uwespeed/germany/RES_78.0x16.0_0.obj_0.obj,,,2
78.0,19.0,residential,CE,objects/uwespeed/germany/RES_78.0x19.0_0.obj_0.obj,,,2
78.0,22.0,residential,CE,objects/uwespeed/germany/RES_78.0x22.0_0.obj_0.obj,,,2
78.0,25.0,residential,CE,objects/uwespeed/germany/RES_78.0x25.0_0.obj_0.obj,,,2
78.0,28.0,residential,CE,objects/uwespeed/germany/RES_78.0x28.0_0.obj_0.obj,,,2
78.0,31.0,residential,CE,objects/uwespeed/germany/RES_78.0x31.0_0.obj_0.obj,,,2
78.0,34.0,residential,CE,objects/uwespeed/germany/RES_78.0x34.0_0.obj_0.obj,,,2
78.0,37.0,residential,CE,objects/uwespeed/germany/RES_78.0x37.0_0.obj_0.obj,,,2
79.0,10.0,residential,CE,objects/uwespeed/germany/RES_79.0x10.0_0.obj_0.obj,,,2
79.0,13.0,residential,CE,objects/uwespeed/germany/RES_79.0x13.0_0.obj_0.obj,,,2
79.0,16.0,residential,CE,objects/uwespeed/germany/RES_79.0x16.0_0.obj_0.obj,,,2
79.0,19.0,residential,CE,objects/uwespeed/germany/RES_79.0x19.0_0.obj_0.obj,,,2
79.0,22.0,residential,CE,objects/uwespeed/germany/RES_79.0x22.0_0.obj_0.obj,,,2
79.0,25.0,residential,CE,objects/uwespeed/germany/RES_79.0x25.0_0.obj_0.obj,,,2
79.0,28.0,residential,CE,objects/uwespeed/germany/RES_79.0x28.0_0.obj_0.obj,,,2
79.0,31.0,residential,CE,objects/uwespeed/germany/RES_79.0x31.0_0.obj_0.obj,,,2
79.0,34.0,residential,CE,objects/uwespeed/germany/RES_79.0x34.0_0.obj_0.obj,,,2
79.0,37.0,residential,CE,objects/uwespeed/germany/RES_79.0x37.0_0.obj_0.obj,,,2
80.0,10.0,residential,CE,objects/uwespeed/germany/RES_80.0x10.0_0.obj_0.obj,,,2
80.0,13.0,residential,CE,objects/uwespeed/germany/RES_80.0x13.0_0.obj_0.obj,,,2
80.0,16.0,residential,CE,objects/uwespeed/germany/RES_80.0x16.0_0.obj_0.obj,,,2
80.0,19.0,residential,CE,objects/uwespeed/germany/RES_80.0x19.0_0.obj_0.obj,,,2
80.0,22.0,residential,CE,objects/uwespeed/germany/RES_80.0x22.0_0.obj_0.obj,,,2
80.0,25.0,residential,CE,objects/uwespeed/germany/RES_80.0x25.0_0.obj_0.obj,,,2
80.0,28.0,residential,CE,objects/uwespeed/germany/RES_80.0x28.0_0.obj_0.obj,,,2
80.0,31.0,residential,CE,objects/uwespeed/germany/RES_80.0x31.0_0.obj_0.obj,,,2
80.0,34.0,residential,CE,objects/uwespeed/germany/RES_80.0x34.0_0.obj_0.obj,,,2
80.0,37.0,residential,CE,objects/uwespeed/germany/RES_80.0x37.0_0.obj_0.obj,,,2
81.0,10.0,residential,CE,objects/uwespeed/germany/RES_81.0x10.0_0.obj_0.obj,,,2
81.0,13.0,residential,CE,objects/uwespeed/germany/RES_81.0x13.0_0.obj_0.obj,,,2
81.0,16.0,residential,CE,objects/uwespeed/germany/RES_81.0x16.0_0.obj_0.obj,,,2
81.0,19.0,residential,CE,objects/uwespeed/germany/RES_81.0x19.0_0.obj_0.obj,,,2
81.0,22.0,residential,CE,objects/uwespeed/germany/RES_81.0x22.0_0.obj_0.obj,,,2
81.0,25.0,residential,CE,objects/uwespeed/germany/RES_81.0x25.0_0.obj_0.obj,,,2
81.0,28.0,residential,CE,objects/uwespeed/germany/RES_81.0x28.0_0.obj_0.obj,,,2
81.0,31.0,residential,CE,objects/uwespeed/germany/RES_81.0x31.0_0.obj_0.obj,,,2
81.0,34.0,residential,CE,objects/uwespeed/germany/RES_81.0x34.0_0.obj_0.obj,,,2
81.0,37.0,residential,CE,objects/uwespeed/germany/RES_81.0x37.0_0.obj_0.obj,,,2
82.0,10.0,residential,CE,objects/uwespeed/germany/RES_82.0x10.0_0.obj_0.obj,,,2
82.0,13.0,residential,CE,objects/uwespeed/germany/RES_82.0x13.0_0.obj_0.obj,,,2
82.0,16.0,residential,CE,objects/uwespeed/germany/RES_82.0x16.0_0.obj_0.obj,,,2
82.0,19.0,residential,CE,objects/uwespeed/germany/RES_82.0x19.0_0.obj_0.obj,,,2
82.0,22.0,residential,CE,objects/uwespeed/germany/RES_82.0x22.0_0.obj_0.obj,,,2
82.0,25.0,residential,CE,objects/uwespeed/germany/RES_82.0x25.0_0.obj_0.obj,,,2
82.0,28.0,residential,CE,objects/uwespeed/germany/RES_82.0x28.0_0.obj_0.obj,,,2
82.0,31.0,residential,CE,objects/uwespeed/germany/RES_82.0x31.0_0.obj_0.obj,,,2
82.0,34.0,residential,CE,objects/uwespeed/germany/RES_82.0x34.0_0.obj_0.obj,,,2
82.0,37.0,residential,CE,objects/uwespeed/germany/RES_82.0x37.0_0.obj_0.obj,,,2
83.0,10.0,residential,CE,objects/uwespeed/germany/RES_83.0x10.0_0.obj_0.obj,,,2
83.0,13.0,residential,CE,objects/uwespeed/germany/RES_83.0x13.0_0.obj_0.obj,,,2
83.0,16.0,residential,CE,objects/uwespeed/germany/RES_83.0x16.0_0.obj_0.obj,,,2
83.0,19.0,residential,CE,objects/uwespeed/germany/RES_83.0x19.0_0.obj_0.obj,,,2
83.0,22.0,residential,CE,objects/uwespeed/germany/RES_83.0x22.0_0.obj_0.obj,,,2
83.0,25.0,residential,CE,objects/uwespeed/germany/RES_83.0x25.0_0.obj_0.obj,,,2
83.0,28.0,residential,CE,objects/uwespeed/germany/RES_83.0x28.0_0.obj_0.obj,,,2
83.0,31.0,residential,CE,objects/uwespeed/germany/RES_83.0x31.0_0.obj_0.obj,,,2
83.0,34.0,residential,CE,objects/uwespeed/germany/RES_83.0x34.0_0.obj_0.obj,,,2
83.0,37.0,residential,CE,objects/uwespeed/germany/RES_83.0x37.0_0.obj_0.obj,,,2
84.0,10.0,residential,CE,objects/uwespeed/germany/RES_84.0x10.0_0.obj_0.obj,,,2
84.0,13.0,residential,CE,objects/uwespeed/germany/RES_84.0x13.0_0.obj_0.obj,,,2
84.0,16.0,residential,CE,objects/uwespeed/germany/RES_84.0x16.0_0.obj_0.obj,,,2
84.0,19.0,residential,CE,objects/uwespeed/germany/RES_84.0x19.0_0.obj_0.obj,,,2
84.0,22.0,residential,CE,objects/uwespeed/germany/RES_84.0x22.0_0.obj_0.obj,,,2
84.0,25.0,residential,CE,objects/uwespeed/germany/RES_84.0x25.0_0.obj_0.obj,,,2
84.0,28.0,residential,CE,objects/uwespeed/germany/RES_84.0x28.0_0.obj_0.obj,,,2
84.0,31.0,residential,CE,objects/uwespeed/germany/RES_84.0x31.0_0.obj_0.obj,,,2
84.0,34.0,residential,CE,objects/uwespeed/germany/RES_84.0x34.0_0.obj_0.obj,,,2
84.0,37.0,residential,CE,objects/uwespeed/germany/RES_84.0x37.0_0.obj_0.obj,,,2
85.0,10.0,residential,CE,objects/uwespeed/germany/RES_85.0x10.0_0.obj_0.obj,,,2
85.0,13.0,residential,CE,objects/uwespeed/germany/RES_85.0x13.0_0.obj_0.obj,,,2
85.0,16.0,residential,CE,objects/uwespeed/germany/RES_85.0x16.0_0.obj_0.obj,,,2
85.0,19.0,residential,CE,objects/uwespeed/germany/RES_85.0x19.0_0.obj_0.obj,,,2
85.0,22.0,residential,CE,objects/uwespeed/germany/RES_85.0x22.0_0.obj_0.obj,,,2
85.0,25.0,residential,CE,objects/uwespeed/germany/RES_85.0x25.0_0.obj_0.obj,,,2
85.0,28.0,residential,CE,objects/uwespeed/germany/RES_85.0x28.0_0.obj_0.obj,,,2
85.0,31.0,residential,CE,objects/uwespeed/germany/RES_85.0x31.0_0.obj_0.obj,,,2
85.0,34.0,residential,CE,objects/uwespeed/germany/RES_85.0x34.0_0.obj_0.obj,,,2
85.0,37.0,residential,CE,objects/uwespeed/germany/RES_85.0x37.0_0.obj_0.obj,,,2
86.0,10.0,residential,CE,objects/uwespeed/germany/RES_86.0x10.0_0.obj_0.obj,,,2
86.0,13.0,residential,CE,objects/uwespeed/germany/RES_86.0x13.0_0.obj_0.obj,,,2
86.0,16.0,residential,CE,objects/uwespeed/germany/RES_86.0x16.0_0.obj_0.obj,,,2
86.0,19.0,residential,CE,objects/uwespeed/germany/RES_86.0x19.0_0.obj_0.obj,,,2
86.0,22.0,residential,CE,objects/uwespeed/germany/RES_86.0x22.0_0.obj_0.obj,,,2
86.0,25.0,residential,CE,objects/uwespeed/germany/RES_86.0x25.0_0.obj_0.obj,,,2
86.0,28.0,residential,CE,objects/uwespeed/germany/RES_86.0x28.0_0.obj_0.obj,,,2
86.0,31.0,residential,CE,objects/uwespeed/germany/RES_86.0x31.0_0.obj_0.obj,,,2
86.0,34.0,residential,CE,objects/uwespeed/germany/RES_86.0x34.0_0.obj_0.obj,,,2
86.0,37.0,residential,CE,objects/uwespeed/germany/RES_86.0x37.0_0.obj_0.obj,,,2
87.0,10.0,residential,CE,objects/uwespeed/germany/RES_87.0x10.0_0.obj_0.obj,,,2
87.0,13.0,residential,CE,objects/uwespeed/germany/RES_87.0x13.0_0.obj_0.obj,,,2
87.0,16.0,residential,CE,objects/uwespeed/germany/RES_87.0x16.0_0.obj_0.obj,,,2
87.0,19.0,residential,CE,objects/uwespeed/germany/RES_87.0x19.0_0.obj_0.obj,,,2
87.0,22.0,residential,CE,objects/uwespeed/germany/RES_87.0x22.0_0.obj_0.obj,,,2
87.0,25.0,residential,CE,objects/uwespeed/germany/RES_87.0x25.0_0.obj_0.obj,,,2
87.0,28.0,residential,CE,objects/uwespeed/germany/RES_87.0x28.0_0.obj_0.obj,,,2
87.0,31.0,residential,CE,objects/uwespeed/germany/RES_87.0x31.0_0.obj_0.obj,,,2
87.0,34.0,residential,CE,objects/uwespeed/germany/RES_87.0x34.0_0.obj_0.obj,,,2
87.0,37.0,residential,CE,objects/uwespeed/germany/RES_87.0x37.0_0.obj_0.obj,,,2
88.0,10.0,residential,CE,objects/uwespeed/germany/RES_88.0x10.0_0.obj_0.obj,,,2
88.0,13.0,residential,CE,objects/uwespeed/germany/RES_88.0x13.0_0.obj_0.obj,,,2
88.0,16.0,residential,CE,objects/uwespeed/germany/RES_88.0x16.0_0.obj_0.obj,,,2
88.0,19.0,residential,CE,objects/uwespeed/germany/RES_88.0x19.0_0.obj_0.obj,,,2
88.0,22.0,residential,CE,objects/uwespeed/germany/RES_88.0x22.0_0.obj_0.obj,,,2
88.0,25.0,residential,CE,objects/uwespeed/germany/RES_88.0x25.0_0.obj_0.obj,,,2
88.0,28.0,residential,CE,objects/uwespeed/germany/RES_88.0x28.0_0.obj_0.obj,,,2
88.0,31.0,residential,CE,objects/uwespeed/germany/RES_88.0x31.0_0.obj_0.obj,,,2
88.0,34.0,residential,CE,objects/uwespeed/germany/RES_88.0x34.0_0.obj_0.obj,,,2
88.0,37.0,residential,CE,objects/uwespeed/germany/RES_88.0x37.0_0.obj_0.obj,,,2
89.0,10.0,residential,CE,objects/uwespeed/germany/RES_89.0x10.0_0.obj_0.obj,,,2
89.0,13.0,residential,CE,objects/uwespeed/germany/RES_89.0x13.0_0.obj_0.obj,,,2
89.0,16.0,residential,CE,objects/uwespeed/germany/RES_89.0x16.0_0.obj_0.obj,,,2
89.0,19.0,residential,CE,objects/uwespeed/germany/RES_89.0x19.0_0.obj_0.obj,,,2
89.0,22.0,residential,CE,objects/uwespeed/germany/RES_89.0x22.0_0.obj_0.obj,,,2
89.0,25.0,residential,CE,objects/uwespeed/germany/RES_89.0x25.0_0.obj_0.obj,,,2
89.0,28.0,residential,CE,objects/uwespeed/germany/RES_89.0x28.0_0.obj_0.obj,,,2
89.0,31.0,residential,CE,objects/uwespeed/germany/RES_89.0x31.0_0.obj_0.obj,,,2
89.0,34.0,residential,CE,objects/uwespeed/germany/RES_89.0x34.0_0.obj_0.obj,,,2
89.0,37.0,residential,CE,objects/uwespeed/germany/RES_89.0x37.0_0.obj_0.obj,,,2
90.0,10.0,residential,CE,objects/uwespeed/germany/RES_90.0x10.0_0.obj_0.obj,,,2
90.0,13.0,residential,CE,objects/uwespeed/germany/RES_90.0x13.0_0.obj_0.obj,,,2
90.0,16.0,residential,CE,objects/uwespeed/germany/RES_90.0x16.0_0.obj_0.obj,,,2
90.0,19.0,residential,CE,objects/uwespeed/germany/RES_90.0x19.0_0.obj_0.obj,,,2
